,city,year,population
3337,Ishunga,2007,0
3338,Ishunga,2008,0
3339,Ishunga,2009,0
3340,Ishunga,2010,0
3341,Ishunga,2011,0
3342,Ishunga,2012,0
3343,Ishunga,2013,0
3344,Ishunga,2014,0
3345,Ishunga,2015,0
3346,Ishunga,2016,0
3347,Ishunga,2017,0
3348,Ishunga,2018,0
3349,Ishunga,2019,0
3350,Mataas Na Pulo,1970,0
3351,Mataas Na Pulo,1971,0
3352,Mataas Na Pulo,1972,0
3353,Mataas Na Pulo,1973,0
3354,Mataas Na Pulo,1974,0
3355,Mataas Na Pulo,1975,0
3356,Mataas Na Pulo,1976,0
3357,Mataas Na Pulo,1977,0
3358,Mataas Na Pulo,1978,0
3359,Mataas Na Pulo,1979,0
3360,Mataas Na Pulo,1980,0
3361,Mataas Na Pulo,1981,0
3362,Mataas Na Pulo,1982,0
3363,Mataas Na Pulo,1983,0
3364,Mataas Na Pulo,1984,0
3365,Mataas Na Pulo,1985,0
3366,Mataas Na Pulo,1986,0
3367,Mataas Na Pulo,1987,0
3368,Mataas Na Pulo,1988,0
3369,Mataas Na Pulo,1989,0
3370,Mataas Na Pulo,1990,0
3371,Mataas Na Pulo,1991,0
3372,Mataas Na Pulo,1992,0
3373,Mataas Na Pulo,1993,0
3374,Mataas Na Pulo,1994,0
3375,Mataas Na Pulo,1995,0
3376,Mataas Na Pulo,1996,0
3377,Mataas Na Pulo,1997,0
3378,Mataas Na Pulo,1998,0
3379,Mataas Na Pulo,1999,0
3380,Mataas Na Pulo,2000,0
3381,Mataas Na Pulo,2001,0
3382,Mataas Na Pulo,2002,0
3383,Mataas Na Pulo,2003,0
3384,Mataas Na Pulo,2004,0
3385,Mataas Na Pulo,2005,0
3386,Mataas Na Pulo,2006,0
3387,Mataas Na Pulo,2007,0
3388,Mataas Na Pulo,2008,0
3389,Mataas Na Pulo,2009,0
3390,Mataas Na Pulo,2010,0
3391,Mataas Na Pulo,2011,0
3392,Mataas Na Pulo,2012,0
3393,Mataas Na Pulo,2013,0
3394,Mataas Na Pulo,2014,0
3395,Mataas Na Pulo,2015,0
3396,Mataas Na Pulo,2016,0
3397,Mataas Na Pulo,2017,0
3398,Mataas Na Pulo,2018,0
3399,Mataas Na Pulo,2019,0
3400,Parmakan,1970,0
3401,Parmakan,1971,0
3402,Parmakan,1972,0
3403,Parmakan,1973,0
3404,Parmakan,1974,0
3405,Parmakan,1975,0
3406,Parmakan,1976,0
3407,Parmakan,1977,0
3408,Parmakan,1978,0
3409,Parmakan,1979,0
3410,Parmakan,1980,0
3411,Parmakan,1981,0
3412,Parmakan,1982,0
3413,Parmakan,1983,0
3414,Parmakan,1984,0
3415,Parmakan,1985,0
3416,Parmakan,1986,0
3417,Parmakan,1987,0
3418,Parmakan,1988,0
3419,Parmakan,1989,0
3420,Parmakan,1990,0
3421,Parmakan,1991,0
3422,Parmakan,1992,0
3423,Parmakan,1993,0
3424,Parmakan,1994,0
3425,Parmakan,1995,0
3426,Parmakan,1996,0
3427,Parmakan,1997,0
3428,Parmakan,1998,0
3429,Parmakan,1999,0
3430,Parmakan,2000,0
3431,Parmakan,2001,0
3432,Parmakan,2002,0
3433,Parmakan,2003,0
3434,Parmakan,2004,0
3435,Parmakan,2005,0
3436,Parmakan,2006,0
3437,Parmakan,2007,0
3438,Parmakan,2008,0
3439,Parmakan,2009,0
3440,Parmakan,2010,0
3441,Parmakan,2011,0
3442,Parmakan,2012,0
3443,Parmakan,2013,0
3444,Parmakan,2014,0
3445,Parmakan,2015,0
3446,Parmakan,2016,0
3447,Parmakan,2017,0
3448,Parmakan,2018,0
3449,Parmakan,2019,0
3450,Jumpal,1970,0
3451,Jumpal,1971,0
3452,Jumpal,1972,0
3453,Jumpal,1973,0
3454,Jumpal,1974,0
3455,Jumpal,1975,0
3456,Jumpal,1976,0
3457,Jumpal,1977,0
3458,Jumpal,1978,0
3459,Jumpal,1979,0
3460,Jumpal,1980,0
3461,Jumpal,1981,0
3462,Jumpal,1982,0
3463,Jumpal,1983,0
3464,Jumpal,1984,0
3465,Jumpal,1985,0
3466,Jumpal,1986,0
3467,Jumpal,1987,0
3468,Jumpal,1988,0
3469,Jumpal,1989,0
3470,Jumpal,1990,0
3471,Jumpal,1991,0
3472,Jumpal,1992,0
3473,Jumpal,1993,0
3474,Jumpal,1994,0
3475,Jumpal,1995,0
3476,Jumpal,1996,0
3477,Jumpal,1997,0
3478,Jumpal,1998,0
3479,Jumpal,1999,0
3480,Jumpal,2000,0
3481,Jumpal,2001,0
3482,Jumpal,2002,0
3483,Jumpal,2003,0
3484,Jumpal,2004,0
3485,Jumpal,2005,0
3486,Jumpal,2006,0
3487,Jumpal,2007,0
3488,Jumpal,2008,0
3489,Jumpal,2009,0
3490,Jumpal,2010,0
3491,Jumpal,2011,0
3492,Jumpal,2012,0
3493,Jumpal,2013,0
3494,Jumpal,2014,0
3495,Jumpal,2015,0
3496,Jumpal,2016,0
3497,Jumpal,2017,0
3498,Jumpal,2018,0
3499,Jumpal,2019,0
3500,Kabare district,1970,0
3501,Kabare district,1971,0
3502,Kabare district,1972,0
3503,Kabare district,1973,0
3504,Kabare district,1974,0
3505,Kabare district,1975,0
3506,Kabare district,1976,0
3507,Kabare district,1977,0
3508,Kabare district,1978,0
3509,Kabare district,1979,0
3510,Kabare district,1980,0
3511,Kabare district,1981,0
3512,Kabare district,1982,0
3513,Kabare district,1983,0
3514,Kabare district,1984,0
3515,Kabare district,1985,0
3516,Kabare district,1986,0
3517,Kabare district,1987,0
3518,Kabare district,1988,0
3519,Kabare district,1989,0
3520,Kabare district,1990,0
3521,Kabare district,1991,0
3522,Kabare district,1992,0
3523,Kabare district,1993,0
3524,Kabare district,1994,0
3525,Kabare district,1995,0
3526,Kabare district,1996,0
3527,Kabare district,1997,0
3528,Kabare district,1998,0
3529,Kabare district,1999,0
3530,Kabare district,2000,0
3531,Kabare district,2001,0
3532,Kabare district,2002,0
3533,Kabare district,2003,0
3534,Kabare district,2004,0
3535,Kabare district,2005,0
3536,Kabare district,2006,0
3537,Kabare district,2007,0
3538,Kabare district,2008,0
3539,Kabare district,2009,0
3540,Kabare district,2010,0
3541,Kabare district,2011,0
3542,Kabare district,2012,0
3543,Kabare district,2013,0
3544,Kabare district,2014,0
3545,Kabare district,2015,0
3546,Kabare district,2016,0
3547,Kabare district,2017,0
3548,Kabare district,2018,0
3549,Kabare district,2019,0
3550,Enhlalakahle,1970,0
3551,Enhlalakahle,1971,0
3552,Enhlalakahle,1972,0
3553,Enhlalakahle,1973,0
3554,Enhlalakahle,1974,0
3555,Enhlalakahle,1975,0
3556,Enhlalakahle,1976,0
3557,Enhlalakahle,1977,0
3558,Enhlalakahle,1978,0
3559,Enhlalakahle,1979,0
3560,Enhlalakahle,1980,0
3561,Enhlalakahle,1981,0
3562,Enhlalakahle,1982,0
3563,Enhlalakahle,1983,0
3564,Enhlalakahle,1984,0
3565,Enhlalakahle,1985,0
3566,Enhlalakahle,1986,0
3567,Enhlalakahle,1987,0
3568,Enhlalakahle,1988,0
3569,Enhlalakahle,1989,0
3570,Enhlalakahle,1990,0
3571,Enhlalakahle,1991,0
3572,Enhlalakahle,1992,0
3573,Enhlalakahle,1993,0
3574,Enhlalakahle,1994,0
3575,Enhlalakahle,1995,0
3576,Enhlalakahle,1996,0
3577,Enhlalakahle,1997,0
3578,Enhlalakahle,1998,0
3579,Enhlalakahle,1999,0
3580,Enhlalakahle,2000,0
3581,Enhlalakahle,2001,0
3582,Enhlalakahle,2002,0
3583,Enhlalakahle,2003,0
3584,Enhlalakahle,2004,0
3585,Enhlalakahle,2005,0
3586,Enhlalakahle,2006,0
3587,Enhlalakahle,2007,0
3588,Enhlalakahle,2008,0
3589,Enhlalakahle,2009,0
3590,Enhlalakahle,2010,0
3591,Enhlalakahle,2011,0
3592,Enhlalakahle,2012,0
3593,Enhlalakahle,2013,0
3594,Enhlalakahle,2014,0
3595,Enhlalakahle,2015,0
3596,Enhlalakahle,2016,0
3597,Enhlalakahle,2017,0
3598,Enhlalakahle,2018,0
3599,Enhlalakahle,2019,0
3600,Qilla Abdullah district,1970,0
3601,Qilla Abdullah district,1971,0
3602,Qilla Abdullah district,1972,0
3603,Qilla Abdullah district,1973,0
3604,Qilla Abdullah district,1974,0
3605,Qilla Abdullah district,1975,0
3606,Qilla Abdullah district,1976,0
3607,Qilla Abdullah district,1977,0
3608,Qilla Abdullah district,1978,0
3609,Qilla Abdullah district,1979,0
3610,Qilla Abdullah district,1980,0
3611,Qilla Abdullah district,1981,0
3612,Qilla Abdullah district,1982,0
3613,Qilla Abdullah district,1983,0
3614,Qilla Abdullah district,1984,0
3615,Qilla Abdullah district,1985,0
3616,Qilla Abdullah district,1986,0
3617,Qilla Abdullah district,1987,0
3618,Qilla Abdullah district,1988,0
3619,Qilla Abdullah district,1989,0
3620,Qilla Abdullah district,1990,0
3621,Qilla Abdullah district,1991,0
3622,Qilla Abdullah district,1992,0
3623,Qilla Abdullah district,1993,0
3624,Qilla Abdullah district,1994,0
3625,Qilla Abdullah district,1995,0
3626,Qilla Abdullah district,1996,0
3627,Qilla Abdullah district,1997,0
3628,Qilla Abdullah district,1998,0
3629,Qilla Abdullah district,1999,0
3630,Qilla Abdullah district,2000,0
3631,Qilla Abdullah district,2001,0
3632,Qilla Abdullah district,2002,0
3633,Qilla Abdullah district,2003,0
3634,Qilla Abdullah district,2004,0
3635,Qilla Abdullah district,2005,0
3636,Qilla Abdullah district,2006,0
3637,Qilla Abdullah district,2007,0
3638,Qilla Abdullah district,2008,0
3639,Qilla Abdullah district,2009,0
3640,Qilla Abdullah district,2010,0
3641,Qilla Abdullah district,2011,0
3642,Qilla Abdullah district,2012,0
3643,Qilla Abdullah district,2013,0
3644,Qilla Abdullah district,2014,0
3645,Qilla Abdullah district,2015,0
3646,Qilla Abdullah district,2016,0
3647,Qilla Abdullah district,2017,0
3648,Qilla Abdullah district,2018,0
3649,Qilla Abdullah district,2019,0
3650,Jalezai,1970,0
3651,Jalezai,1971,0
3652,Jalezai,1972,0
3653,Jalezai,1973,0
3654,Jalezai,1974,0
3655,Jalezai,1975,0
3656,Jalezai,1976,0
3657,Jalezai,1977,0
3658,Jalezai,1978,0
3659,Jalezai,1979,0
3660,Jalezai,1980,0
3661,Jalezai,1981,0
3662,Jalezai,1982,0
3663,Jalezai,1983,0
3664,Jalezai,1984,0
3665,Jalezai,1985,0
3666,Jalezai,1986,0
3667,Jalezai,1987,0
3668,Jalezai,1988,0
3669,Jalezai,1989,0
3670,Jalezai,1990,0
3671,Jalezai,1991,0
3672,Jalezai,1992,0
3673,Jalezai,1993,0
3674,Jalezai,1994,0
3675,Jalezai,1995,0
3676,Jalezai,1996,0
3677,Jalezai,1997,0
3678,Jalezai,1998,0
3679,Jalezai,1999,0
3680,Jalezai,2000,0
3681,Jalezai,2001,0
3682,Jalezai,2002,0
3683,Jalezai,2003,0
3684,Jalezai,2004,0
3685,Jalezai,2005,0
3686,Jalezai,2006,0
3687,Jalezai,2007,0
3688,Jalezai,2008,0
3689,Jalezai,2009,0
3690,Jalezai,2010,0
3691,Jalezai,2011,0
3692,Jalezai,2012,0
3693,Jalezai,2013,0
3694,Jalezai,2014,0
3695,Jalezai,2015,0
3696,Jalezai,2016,0
3697,Jalezai,2017,0
3698,Jalezai,2018,0
3699,Jalezai,2019,0
3700,Ukiha,1970,0
3701,Ukiha,1971,0
3702,Ukiha,1972,0
3703,Ukiha,1973,0
3704,Ukiha,1974,0
3705,Ukiha,1975,0
3706,Ukiha,1976,0
3707,Ukiha,1977,0
3708,Ukiha,1978,0
3709,Ukiha,1979,0
3710,Ukiha,1980,0
3711,Ukiha,1981,0
3712,Ukiha,1982,0
3713,Ukiha,1983,0
3714,Ukiha,1984,0
3715,Ukiha,1985,0
3716,Ukiha,1986,0
3717,Ukiha,1987,0
3718,Ukiha,1988,0
3719,Ukiha,1989,0
3720,Ukiha,1990,0
3721,Ukiha,1991,0
3722,Ukiha,1992,0
3723,Ukiha,1993,0
3724,Ukiha,1994,0
3725,Ukiha,1995,0
3726,Ukiha,1996,0
3727,Ukiha,1997,0
3728,Ukiha,1998,0
3729,Ukiha,1999,0
3730,Ukiha,2000,0
3731,Ukiha,2001,0
3732,Ukiha,2002,0
3733,Ukiha,2003,0
3734,Ukiha,2004,0
3735,Ukiha,2005,0
3736,Ukiha,2006,0
3737,Ukiha,2007,0
3738,Ukiha,2008,0
3739,Ukiha,2009,0
3740,Ukiha,2010,0
3741,Ukiha,2011,0
3742,Ukiha,2012,0
3743,Ukiha,2013,0
3744,Ukiha,2014,0
3745,Ukiha,2015,0
3746,Ukiha,2016,0
3747,Ukiha,2017,0
3748,Ukiha,2018,0
3749,Ukiha,2019,0
3750,Oicha,1970,0
3751,Oicha,1971,0
3752,Oicha,1972,0
3753,Oicha,1973,0
3754,Oicha,1974,0
3755,Oicha,1975,0
3756,Oicha,1976,0
3757,Oicha,1977,0
3758,Oicha,1978,0
3759,Oicha,1979,0
3760,Oicha,1980,0
3761,Oicha,1981,0
3762,Oicha,1982,0
3763,Oicha,1983,0
3764,Oicha,1984,0
3765,Oicha,1985,0
3766,Oicha,1986,0
3767,Oicha,1987,0
3768,Oicha,1988,0
3769,Oicha,1989,0
3770,Oicha,1990,0
3771,Oicha,1991,0
3772,Oicha,1992,0
3773,Oicha,1993,0
3774,Oicha,1994,0
3775,Oicha,1995,0
3776,Oicha,1996,0
3777,Oicha,1997,0
3778,Oicha,1998,0
3779,Oicha,1999,0
3780,Oicha,2000,0
3781,Oicha,2001,0
3782,Oicha,2002,0
3783,Oicha,2003,0
3784,Oicha,2004,0
3785,Oicha,2005,0
3786,Oicha,2006,0
3787,Oicha,2007,0
3788,Oicha,2008,0
3789,Oicha,2009,0
3790,Oicha,2010,0
3791,Oicha,2011,0
3792,Oicha,2012,0
3793,Oicha,2013,0
3794,Oicha,2014,0
3795,Oicha,2015,0
3796,Oicha,2016,0
3797,Oicha,2017,0
3798,Oicha,2018,0
3799,Oicha,2019,0
3800,Hareib,1970,0
3801,Hareib,1971,0
3802,Hareib,1972,0
3803,Hareib,1973,0
3804,Hareib,1974,0
3805,Hareib,1975,0
3806,Hareib,1976,0
3807,Hareib,1977,0
3808,Hareib,1978,0
3809,Hareib,1979,0
3810,Hareib,1980,0
3811,Hareib,1981,0
3812,Hareib,1982,0
3813,Hareib,1983,0
3814,Hareib,1984,0
3815,Hareib,1985,0
3816,Hareib,1986,0
3817,Hareib,1987,0
3818,Hareib,1988,0
3819,Hareib,1989,0
3820,Hareib,1990,0
3821,Hareib,1991,0
3822,Hareib,1992,0
3823,Hareib,1993,0
3824,Hareib,1994,0
3825,Hareib,1995,0
3826,Hareib,1996,0
3827,Hareib,1997,0
3828,Hareib,1998,0
3829,Hareib,1999,0
3830,Hareib,2000,0
3831,Hareib,2001,0
3832,Hareib,2002,0
3833,Hareib,2003,0
3834,Hareib,2004,0
3835,Hareib,2005,0
3836,Hareib,2006,0
3837,Hareib,2007,0
3838,Hareib,2008,0
3839,Hareib,2009,0
3840,Hareib,2010,0
3841,Hareib,2011,0
3842,Hareib,2012,0
3843,Hareib,2013,0
3844,Hareib,2014,0
3845,Hareib,2015,0
3846,Hareib,2016,0
3847,Hareib,2017,0
3848,Hareib,2018,0
3849,Hareib,2019,0
3850,Sincelejo district,1970,0
3851,Sincelejo district,1971,0
3852,Sincelejo district,1972,0
3853,Sincelejo district,1973,0
3854,Sincelejo district,1974,0
3855,Sincelejo district,1975,0
3856,Sincelejo district,1976,0
3857,Sincelejo district,1977,0
3858,Sincelejo district,1978,0
3859,Sincelejo district,1979,0
3860,Sincelejo district,1980,0
3861,Sincelejo district,1981,0
3862,Sincelejo district,1982,0
3863,Sincelejo district,1983,0
3864,Sincelejo district,1984,0
3865,Sincelejo district,1985,0
3866,Sincelejo district,1986,0
3867,Sincelejo district,1987,0
3868,Sincelejo district,1988,0
3869,Sincelejo district,1989,0
3870,Sincelejo district,1990,0
3871,Sincelejo district,1991,0
3872,Sincelejo district,1992,0
3873,Sincelejo district,1993,0
3874,Sincelejo district,1994,0
3875,Sincelejo district,1995,0
3876,Sincelejo district,1996,0
3877,Sincelejo district,1997,0
3878,Sincelejo district,1998,0
3879,Sincelejo district,1999,0
3880,Sincelejo district,2000,0
3881,Sincelejo district,2001,0
3882,Sincelejo district,2002,0
3883,Sincelejo district,2003,0
3884,Sincelejo district,2004,0
3885,Sincelejo district,2005,0
3886,Sincelejo district,2006,0
3887,Sincelejo district,2007,0
3888,Sincelejo district,2008,0
3889,Sincelejo district,2009,0
3890,Sincelejo district,2010,0
3891,Sincelejo district,2011,0
3892,Sincelejo district,2012,0
3893,Sincelejo district,2013,0
3894,Sincelejo district,2014,0
3895,Sincelejo district,2015,0
3896,Sincelejo district,2016,0
3897,Sincelejo district,2017,0
3898,Sincelejo district,2018,0
3899,Sincelejo district,2019,0
3900,Shiktaak,1970,0
3901,Shiktaak,1971,0
3902,Shiktaak,1972,0
3903,Shiktaak,1973,0
3904,Shiktaak,1974,0
3905,Shiktaak,1975,0
3906,Shiktaak,1976,0
3907,Shiktaak,1977,0
3908,Shiktaak,1978,0
3909,Shiktaak,1979,0
3910,Shiktaak,1980,0
3911,Shiktaak,1981,0
3912,Shiktaak,1982,0
3913,Shiktaak,1983,0
3914,Shiktaak,1984,0
3915,Shiktaak,1985,0
3916,Shiktaak,1986,0
3917,Shiktaak,1987,0
3918,Shiktaak,1988,0
3919,Shiktaak,1989,0
3920,Shiktaak,1990,0
3921,Shiktaak,1991,0
3922,Shiktaak,1992,0
3923,Shiktaak,1993,0
3924,Shiktaak,1994,0
3925,Shiktaak,1995,0
3926,Shiktaak,1996,0
3927,Shiktaak,1997,0
3928,Shiktaak,1998,0
3929,Shiktaak,1999,0
3930,Shiktaak,2000,0
3931,Shiktaak,2001,0
3932,Shiktaak,2002,0
3933,Shiktaak,2003,0
3934,Shiktaak,2004,0
3935,Shiktaak,2005,0
3936,Shiktaak,2006,0
3937,Shiktaak,2007,0
3938,Shiktaak,2008,0
3939,Shiktaak,2009,0
3940,Shiktaak,2010,0
3941,Shiktaak,2011,0
3942,Shiktaak,2012,0
3943,Shiktaak,2013,0
3944,Shiktaak,2014,0
3945,Shiktaak,2015,0
3946,Shiktaak,2016,0
3947,Shiktaak,2017,0
3948,Shiktaak,2018,0
3949,Shiktaak,2019,0
3950,Islam Kala,1970,0
3951,Islam Kala,1971,0
3952,Islam Kala,1972,0
3953,Islam Kala,1973,0
3954,Islam Kala,1974,0
3955,Islam Kala,1975,0
3956,Islam Kala,1976,0
3957,Islam Kala,1977,0
3958,Islam Kala,1978,0
3959,Islam Kala,1979,0
3960,Islam Kala,1980,0
3961,Islam Kala,1981,0
3962,Islam Kala,1982,0
3963,Islam Kala,1983,0
3964,Islam Kala,1984,0
3965,Islam Kala,1985,0
3966,Islam Kala,1986,0
3967,Islam Kala,1987,0
3968,Islam Kala,1988,0
3969,Islam Kala,1989,0
3970,Islam Kala,1990,0
3971,Islam Kala,1991,0
3972,Islam Kala,1992,0
3973,Islam Kala,1993,0
3974,Islam Kala,1994,0
3975,Islam Kala,1995,0
3976,Islam Kala,1996,0
3977,Islam Kala,1997,0
3978,Islam Kala,1998,0
3979,Islam Kala,1999,0
3980,Islam Kala,2000,0
3981,Islam Kala,2001,0
3982,Islam Kala,2002,0
3983,Islam Kala,2003,0
3984,Islam Kala,2004,0
3985,Islam Kala,2005,0
3986,Islam Kala,2006,0
3987,Islam Kala,2007,0
3988,Islam Kala,2008,0
3989,Islam Kala,2009,0
3990,Islam Kala,2010,0
3991,Islam Kala,2011,0
3992,Islam Kala,2012,0
3993,Islam Kala,2013,0
3994,Islam Kala,2014,0
3995,Islam Kala,2015,0
3996,Islam Kala,2016,0
3997,Islam Kala,2017,0
3998,Islam Kala,2018,0
3999,Islam Kala,2019,0
4000,Pamgarh,1970,0
4001,Pamgarh,1971,0
4002,Pamgarh,1972,0
4003,Pamgarh,1973,0
4004,Pamgarh,1974,0
4005,Pamgarh,1975,0
4006,Pamgarh,1976,0
4007,Pamgarh,1977,0
4008,Pamgarh,1978,0
4009,Pamgarh,1979,0
4010,Pamgarh,1980,0
4011,Pamgarh,1981,0
4012,Pamgarh,1982,0
4013,Pamgarh,1983,0
4014,Pamgarh,1984,0
4015,Pamgarh,1985,0
4016,Pamgarh,1986,0
4017,Pamgarh,1987,0
4018,Pamgarh,1988,0
4019,Pamgarh,1989,0
4020,Pamgarh,1990,0
4021,Pamgarh,1991,0
4022,Pamgarh,1992,0
4023,Pamgarh,1993,0
4024,Pamgarh,1994,0
4025,Pamgarh,1995,0
4026,Pamgarh,1996,0
4027,Pamgarh,1997,0
4028,Pamgarh,1998,0
4029,Pamgarh,1999,0
4030,Pamgarh,2000,0
4031,Pamgarh,2001,0
4032,Pamgarh,2002,0
4033,Pamgarh,2003,0
4034,Pamgarh,2004,0
4035,Pamgarh,2005,0
4036,Pamgarh,2006,0
4037,Pamgarh,2007,0
4038,Pamgarh,2008,0
4039,Pamgarh,2009,0
4040,Pamgarh,2010,0
4041,Pamgarh,2011,0
4042,Pamgarh,2012,0
4043,Pamgarh,2013,0
4044,Pamgarh,2014,0
4045,Pamgarh,2015,0
4046,Pamgarh,2016,0
4047,Pamgarh,2017,0
4048,Pamgarh,2018,0
4049,Pamgarh,2019,0
4050,Ipekyolu district,1970,0
4051,Ipekyolu district,1971,0
4052,Ipekyolu district,1972,0
4053,Ipekyolu district,1973,0
4054,Ipekyolu district,1974,0
4055,Ipekyolu district,1975,0
4056,Ipekyolu district,1976,0
4057,Ipekyolu district,1977,0
4058,Ipekyolu district,1978,0
4059,Ipekyolu district,1979,0
4060,Ipekyolu district,1980,0
4061,Ipekyolu district,1981,0
4062,Ipekyolu district,1982,0
4063,Ipekyolu district,1983,0
4064,Ipekyolu district,1984,0
4065,Ipekyolu district,1985,0
4066,Ipekyolu district,1986,0
4067,Ipekyolu district,1987,0
4068,Ipekyolu district,1988,0
4069,Ipekyolu district,1989,0
4070,Ipekyolu district,1990,0
4071,Ipekyolu district,1991,0
4072,Ipekyolu district,1992,0
4073,Ipekyolu district,1993,0
4074,Ipekyolu district,1994,0
4075,Ipekyolu district,1995,0
4076,Ipekyolu district,1996,0
4077,Ipekyolu district,1997,0
4078,Ipekyolu district,1998,0
4079,Ipekyolu district,1999,0
4080,Ipekyolu district,2000,0
4081,Ipekyolu district,2001,0
4082,Ipekyolu district,2002,0
4083,Ipekyolu district,2003,0
4084,Ipekyolu district,2004,0
4085,Ipekyolu district,2005,0
4086,Ipekyolu district,2006,0
4087,Ipekyolu district,2007,0
4088,Ipekyolu district,2008,0
4089,Ipekyolu district,2009,0
4090,Ipekyolu district,2010,0
4091,Ipekyolu district,2011,0
4092,Ipekyolu district,2012,0
4093,Ipekyolu district,2013,0
4094,Ipekyolu district,2014,0
4095,Ipekyolu district,2015,0
4096,Ipekyolu district,2016,0
4097,Ipekyolu district,2017,0
4098,Ipekyolu district,2018,0
4099,Ipekyolu district,2019,0
4100,Moledji,1970,0
4101,Moledji,1971,0
4102,Moledji,1972,0
4103,Moledji,1973,0
4104,Moledji,1974,0
4105,Moledji,1975,0
4106,Moledji,1976,0
4107,Moledji,1977,0
4108,Moledji,1978,0
4109,Moledji,1979,0
4110,Moledji,1980,0
4111,Moledji,1981,0
4112,Moledji,1982,0
4113,Moledji,1983,0
4114,Moledji,1984,0
4115,Moledji,1985,0
4116,Moledji,1986,0
4117,Moledji,1987,0
4118,Moledji,1988,0
4119,Moledji,1989,0
4120,Moledji,1990,0
4121,Moledji,1991,0
4122,Moledji,1992,0
4123,Moledji,1993,0
4124,Moledji,1994,0
4125,Moledji,1995,0
4126,Moledji,1996,0
4127,Moledji,1997,0
4128,Moledji,1998,0
4129,Moledji,1999,0
4130,Moledji,2000,0
4131,Moledji,2001,0
4132,Moledji,2002,0
4133,Moledji,2003,0
4134,Moledji,2004,0
4135,Moledji,2005,0
4136,Moledji,2006,0
4137,Moledji,2007,0
4138,Moledji,2008,0
4139,Moledji,2009,0
4140,Moledji,2010,0
4141,Moledji,2011,0
4142,Moledji,2012,0
4143,Moledji,2013,0
4144,Moledji,2014,0
4145,Moledji,2015,0
4146,Moledji,2016,0
4147,Moledji,2017,0
4148,Moledji,2018,0
4149,Moledji,2019,0
4150,Kompienbiga,1970,0
4151,Kompienbiga,1971,0
4152,Kompienbiga,1972,0
4153,Kompienbiga,1973,0
4154,Kompienbiga,1974,0
4155,Kompienbiga,1975,0
4156,Kompienbiga,1976,0
4157,Kompienbiga,1977,0
4158,Kompienbiga,1978,0
4159,Kompienbiga,1979,0
4160,Kompienbiga,1980,0
4161,Kompienbiga,1981,0
4162,Kompienbiga,1982,0
4163,Kompienbiga,1983,0
4164,Kompienbiga,1984,0
4165,Kompienbiga,1985,0
4166,Kompienbiga,1986,0
4167,Kompienbiga,1987,0
4168,Kompienbiga,1988,0
4169,Kompienbiga,1989,0
4170,Kompienbiga,1990,0
4171,Kompienbiga,1991,0
4172,Kompienbiga,1992,0
4173,Kompienbiga,1993,0
4174,Kompienbiga,1994,0
4175,Kompienbiga,1995,0
4176,Kompienbiga,1996,0
4177,Kompienbiga,1997,0
4178,Kompienbiga,1998,0
4179,Kompienbiga,1999,0
4180,Kompienbiga,2000,0
4181,Kompienbiga,2001,0
4182,Kompienbiga,2002,0
4183,Kompienbiga,2003,0
4184,Kompienbiga,2004,0
4185,Kompienbiga,2005,0
4186,Kompienbiga,2006,0
4187,Kompienbiga,2007,0
4188,Kompienbiga,2008,0
4189,Kompienbiga,2009,0
4190,Kompienbiga,2010,0
4191,Kompienbiga,2011,0
4192,Kompienbiga,2012,0
4193,Kompienbiga,2013,0
4194,Kompienbiga,2014,0
4195,Kompienbiga,2015,0
4196,Kompienbiga,2016,0
4197,Kompienbiga,2017,0
4198,Kompienbiga,2018,0
4199,Kompienbiga,2019,0
4200,Hubaysh district,1970,0
4201,Hubaysh district,1971,0
4202,Hubaysh district,1972,0
4203,Hubaysh district,1973,0
4204,Hubaysh district,1974,0
4205,Hubaysh district,1975,0
4206,Hubaysh district,1976,0
4207,Hubaysh district,1977,0
4208,Hubaysh district,1978,0
4209,Hubaysh district,1979,0
4210,Hubaysh district,1980,0
4211,Hubaysh district,1981,0
4212,Hubaysh district,1982,0
4213,Hubaysh district,1983,0
4214,Hubaysh district,1984,0
4215,Hubaysh district,1985,0
4216,Hubaysh district,1986,0
4217,Hubaysh district,1987,0
4218,Hubaysh district,1988,0
4219,Hubaysh district,1989,0
4220,Hubaysh district,1990,0
4221,Hubaysh district,1991,0
4222,Hubaysh district,1992,0
4223,Hubaysh district,1993,0
4224,Hubaysh district,1994,0
4225,Hubaysh district,1995,0
4226,Hubaysh district,1996,0
4227,Hubaysh district,1997,0
4228,Hubaysh district,1998,0
4229,Hubaysh district,1999,0
4230,Hubaysh district,2000,0
4231,Hubaysh district,2001,0
4232,Hubaysh district,2002,0
4233,Hubaysh district,2003,0
4234,Hubaysh district,2004,0
4235,Hubaysh district,2005,0
4236,Hubaysh district,2006,0
4237,Hubaysh district,2007,0
4238,Hubaysh district,2008,0
4239,Hubaysh district,2009,0
4240,Hubaysh district,2010,0
4241,Hubaysh district,2011,0
4242,Hubaysh district,2012,0
4243,Hubaysh district,2013,0
4244,Hubaysh district,2014,0
4245,Hubaysh district,2015,0
4246,Hubaysh district,2016,0
4247,Hubaysh district,2017,0
4248,Hubaysh district,2018,0
4249,Hubaysh district,2019,0
4250,Gatta,1970,0
4251,Gatta,1971,0
4252,Gatta,1972,0
4253,Gatta,1973,0
4254,Gatta,1974,0
4255,Gatta,1975,0
4256,Gatta,1976,0
4257,Gatta,1977,0
